registration,association_name,address,type,registration_status,enforcement_status,reg_date
CR23004912,"THE BEACH CLUB AT FONTAINEBLEAU PARK CONDOMINIUM ASSOCIATION, INC.",9361 FONTAINEBLEAU BLVD MIAMI FLORIDA 33172,Condominium,Expired,Yes,01-31-2026
CR23004914,"CORNER VIEW TOWNHOMES AT EASTERN SHORES CONDOMINIUM ASSOCIATION, INC",3505 NE 166 ST NORTH MIAMI BEACH FLORIDA 33160,Homeowner,Issued,No,01-31-2027
CR23004915,"CASA REAL CONDOMINIUM ASSOCIATION, INC.",1480 WEST 46 STREET HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23004916,"THE GRAMERCY CONDOMINIUM ASSOCIATION OF SOUTH BEACH, INC",911 3RD ST MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR23004917,"DAYLIGHT'S CONDOMINIUM ASSOCIATION, INC",3001 DAY AVE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23004918,"TEQUESTA POINT AT BRICKELL KEY HOMEOWNERS' ASSOCIATION, INC.",808 BRICKELL KEY DR MIAMI FL 33131,Homeowner,Issued,No,01-31-2027
CR23004920,"JEFFERSON PLACE DEVELOPMENT CONDOMINIUM ASSOCIATION, INC.",826 7 ST MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23004921,"COSTA LINDA CONDOMINIUM ASSOCIATION, INC.",5446 NW 107TH AVE DORAL FL 33166,Condominium,Issued,No,01-31-2027
CR23004922,"KENLAND POINTE CONDO IV, INC.",9255 SW 125TH AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23004923,"SHOLOM HOUSE, INC.",260 OCEAN DR MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23004925,"COSTA DEL SOL ASSOCIATION, INC.",1 COSTA DEL SOL BLVD DORAL FLORIDA 33178,Condominium,Issued,No,01-31-2027
CR23004926,"EL LAGO N.W. 7TH CONDOMINIUM ASSOCIATION, INC.",5501-5505 NW 7 ST MIAMI FLORIDA 33126,Condominium,Issued,No,01-31-2027
CR23004927,"BIRD VILLAS CONDOMINIUM ASSOCIATION, INC.",3680-3936 SW 69 AVE MIAMI FL 33155,Condominium,Issued,No,01-31-2027
CR23004928,"WESTCHESTER POINT CONDOMINIUM ASSOCIATION, INC.",995 SW 84 AVE MIAMI FL 33144,Condominium,Issued,No,01-31-2027
CR23004929,"PARKWAY TOWERS CONDOMINIUM ASSOCIATION, INC.",15600 NW 7TH AVENUE MIAMI FL 33169,Condominium,Issued,No,01-31-2027
CR23004930,"VISIONS AT FOUNTAINBLEAU PARK II, CONDOMINIUM ASSOCIATION, INC",8401 NW 8 ST MIAMI FLORIDA 33126,Condominium,Issued,No,01-31-2027
CR23004931,"EVERGREEN HOMES VILLAGE HOMEOWNERS ASSOCIATON, INC.","13155 SW 42ND ST MIAMI, FL FL 33175",Homeowner,Issued,No,01-31-2027
CR23004932,"SPRINGWOOD TOWNHOUSES CONDOMINIUM ASSOCIATION, INC",3805 SW 103 AVENUE MIAMI FL 33165,Condominium,Issued,No,01-31-2027
CR23004933,"ALLAMANDA VILLAS CONDOMINIUM ASSOCIATION, INC.",3047 ALLAMANDA STREET MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23004934,"KEYSTONE PARK CONDOMINIUM ASSOCIATION, INC.",4242 NW 2ND ST MIAMI FL 33126,Condominium,Issued,No,01-31-2027
CR23004936,"SUNRISE #2 CONDOMINIUM ASSOCIATION, INC.",400 NE 18 AVE HOMESTEAD FL 33033,Condominium,Issued,No,01-31-2027
CR23004937,"CASA ZAMORA CONDOMINIUM ASSOCIATION, INC.",406 ZAMORA AVE CORAL GABLES FL 33134,Condominium,Issued,No,01-31-2027
CR23004938,"3055-3057 MIAMI CONDOMINIUM ASSOCIATION, INC.",3057 SOUTHWEST 21ST TERRACE MIAMI FL 33145-2321,Condominium,Issued,No,01-31-2027
CR23004940,"INDIANA GROVE CONDOMINIUM ASSOCIATION, INC.",3050 INDIANA STREET MIAMI FLORIDA 33133,Condominium,Issued,No,01-31-2027
CR23004941,"WATERWAY PLAZA, INC.",7900 TATUM WATERWAY DR MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23004942,"MIAMI BEACH TOWNHOUSES CONDOMINIUM ASSOCIATION, INC.",619 MICHIGAN AVE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR23004943,"WESTCHESTER LUXURY, INC",8990 SW 24 STREET MIAMI FL 33165,Condominium,Issued,No,01-31-2027
CR23004944,"GROVE AT ALLAMANDA CONDOMINIUM ASSOCIATION, INC.",3059 ALLAMANDA ST MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23004945,"PENT CONDOMINIUM ASSOCIATION, INC.",3035-3041 ORANGE STREET MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23004946,"3041 MARY STREET CONDOMINIUM ASSOCIATION, INC.",3041 MARY ST MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23004947,"COCONUT VILLAS CONDOMINIUM ASSOCIATION, INC.",3221 VIRGINIA STREET MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23004948,"2870 PINE TREE CONDOMINIUM ASSOCIATION, INC.",287O PINE TREE DRIVE MIAMI BEACH FLORIDA 33140,Condominium,Issued,No,01-31-2027
CR23004949,THE FOUNTAINVIEW CLUB NO. III,935 PALERMO AVENUE CORAL GABLES FL 33134,Cooperative,Issued,No,01-31-2027
CR23004950,"CYNERGI CONDOMINIUM ASSOCIATION, INC.",2700 NORTH MIAMI AVE MIAMI FL 33127,Condominium,Issued,No,01-31-2027
CR23004951,"FLAMINGO LAKE ASSOCIATION, INC.",1665 W 72 ST HIALEAH FL 33014,Homeowner,Abandoned,No,
CR23004952,WAYSIDE CONDOMINIUM ASSOCIATION INC,7710 SW 98TH ST MIAMI FL 33155,Condominium,Issued,No,01-31-2027
CR23004953,"TRANQUILITY HOUSE , INC.",358 EUCLID AVE MIAMI BEACH FL 33139,Cooperative,Closed,Yes,02-01-2024
CR23004954,"3211 DAY AVENUE CONDOMINIUM ASSOCIATION, INC.",3211 DAY AVE MIAMI FL 33131,Condominium,Issued,No,01-31-2027
CR23004955,"WEST OAKS CONDOMINIUM ASSOCIATION, INC",833 WEST AVENUE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR23004958,"LA CANADIENNE CONDOMINIUM ASSOCIATION, INC.",3545 NE 167 ST NORTH MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23004959,"CHRISTINE VILLAS CONDOMINIUM ASSOCIATION, INC.",5425-5461 W 26 AVE HIALEAH FL 33016,Condominium,Issued,No,01-31-2027
CR23004960,"CORAL ISLE WEST ASSOCIATION, INC",3545 NE 166 STREET NORTH MIAMI FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR23004961,"3036 MATILDA STREET CONDOMINIUM ASSOCIATION, INC.",3036 MATILDA ST MIAMI FLORIDA 33133,Condominium,Issued,No,01-31-2027
CR23004962,"EL POLO CONDOMINIUM ASSOCIATION, INC.",401 SW 109 AVENUE MIAMI FLORIDA 33174,Condominium,Issued,No,01-31-2027
CR23004963,"LEJEUNE MANOR CONDOMINIUM ASSOCIATION, INC.",1201 SW 42 AVE MIAMI FL 33134,Condominium,Issued,No,01-31-2027
CR23004964,"MANGO HILL CONDOMINIUM ASSOCIATION NO.6, INC.",11 LANE AND 40 STREET HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23004965,"RIVER BREEZE II CONDOMINIUM ASSOCIATION, INC.",1453 SW 3RD STREET MIAMI FL 33135,Condominium,Issued,No,01-31-2027
CR23004966,"TOWER 1800 CONDOMINIUM, INC.",1800 COLLINS AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23004967,"THE ODESSA CONDOMINIUM, INC.",7625 HARDING AVE MIAMI FL 33141,Condominium,Issued,No,01-31-2027
CR23004968,"1218 DREXEL CONDOMINIUM ASSOCIATION, INC.",1218 DREXEL MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23004970,"PUEBLO DEL SOL HOMEOWNERS ASSOCIATION, INC.",10500 SW 68 STREET MIAMI FLORIDA 33173,Homeowner,Issued,No,01-31-2027
CR23004971,"MONTE BELLO TOWNHOUSES CONDOMINIUM ASSOCIATION, INC.",1025 WEST 77 STREET HIALEAH FL 33014,Condominium,Issued,No,01-31-2027
CR23004972,"RO-MONT GARDENS ANDOVER CONDOMINIUM ""H"", INC.",50 NW 204TH ST BUILDING H MIAMI FL 33169,Condominium,Issued,No,01-31-2027
CR23004973,"TIERRA DEL SOL CONDOMINIUM ASSOCIATION, INC.",6625 W 4TH AVE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23004974,"1000 ISLAND BOULEVARD CONDOMINIUM ASSOCIATION, INC.",1000 ISLAND BOULEVARD AVENTURA FL 33160,Condominium,Issued,No,01-31-2027
CR23004975,"SUNSHORES CONDOMINIUM ASSOCIATION, INC.",3527 NE 18 AVE. MIAMI FLORIDA 33179,Condominium,Issued,No,01-31-2027
CR23004976,"THE CORVETTE CONDOMINIUM ASSOCIATION, INC.",7440 BYRON AVE MIAMI BEACH FL 33141,Condominium,Expired,Yes,01-31-2026
CR23004977,"ROLLING GREEN CONDO C, INC",1501 NE 191 ST MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR23004978,"CAMELOT HOUSE CONDOMINIUM ASSOCIATION, INC.",8101 ABBOTT AVE MIAMI BEACH FLORIDA 33141,Condominium,Issued,No,01-31-2027
CR23004980,"BISCAYNE BREEZE CONDOMINIUM ASSOCIATION, INC.",4240 ROYAL PALM AVE MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR23004981,"ROYAL POINCIANA CONDOMINIUM, INC.",309 S ROYAL POINCIANA BLVD MIAMI SPRINGS FL 33166,Condominium,Issued,No,01-31-2027
CR23004982,AARON ARMS CONDOMINIMUM ASSOCIATION INC,201-221 NW 1777 STREET MIAMI GARDENS FL 33169,Condominium,Issued,No,01-31-2027
CR23004983,"SHAMROCK BY THE GABLES CONDOMINIUM ASSOCIATION, INC.",2280 SW 32 AVE MIAMI FL 33186,Condominium,Issued,No,01-31-2027
CR23004984,"EL PARAISO CONDOMINIUM ASSOCIATION, INC.",1700 WEST 66TH PLACE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23004985,VILLAS DE ASTURIAS CONDOMINIUM ASSOCIATION INC.,7194 SW 47 STREET MIAMI FL 33155,Condominium,Expired,Yes,01-31-2026
CR23004986,"CHANTILLY CONDOMINIUM, INC.",900 NE 195TH STREET MIAMI FL 33179,Condominium,Issued,No,01-31-2027
CR23004987,"DOMINO ONE CONDOMINIUM, INC.",8001 CRESPI BLVD MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23004988,"WESTLAND MANOR CONDOMINIUM ASSOCIATION, INC",6675 WEST 4 AVENUE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23004990,"GREEN OAKS CONDOMINIUM ASSOCIATION, INC",5585 W 26 AVE HIALEAH FL 33016,Condominium,Closed,No,01-31-2025
CR23004991,"DAY AVENUE AND HIBISCUS CONDOMINIIUM ASSOCIATION, INC.",3503 DAY AVE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23004992,"3145-3147 JACKSON AVENUE CONDOMINIUN ASSOCIATION, INC",3145 JACKSON AVE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23004993,"RIO VISTA MIAMI CONDOMINIUM ASSOCIATION, INC.",718 NW 4 STREET MIAMI FLORIDA 33130,Condominium,Closed,No,01-31-2025
CR23004996,RITTENHOUSE SQUARE CONDOMINIUM INC,6217 SW 78TH STREET SOUTH MIAMI FL 33143,Condominium,Issued,No,01-31-2027
CR23004997,"BEVERLY TERRACE MANOR CONDOMINIUM ASSOCIATION, INC.",3224 BISCAYNE BLVD. MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23004998,644 EUCLID AVE CONDOMINIUM ASSOCIATION,644 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23004999,"701 MERIDIAN CONDOMINIUM ASSOCIATION, INC.",701 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005000,"SANTANA CONDOMINIUM ASSOCIATION, INC.",741 15TH ST MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005001,"EIGHTY-SECOND TERRACE, INC.",411 82ND TERRACE MIAMI BEACH FL 33141,Cooperative,Issued,No,01-31-2027
CR23005002,"BYRON PARK ASSOCIATION, INC.",7921 BYRON AVENUE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23005003,"SOUTH BEACH BAYSIDE CONDOMINIUM ASSOCIATION II, INC.",3025 INDIAN CREEK DRIVE MIAMI BEACH FL 33140,Condominium,Closed,Yes,02-01-2024
CR23005004,"SUNSHINE CONDOMINIUM, A CONDOMINIUM",21 EAST 3RD STREET MIAMI FLORIDA 33010,Condominium,Issued,No,01-31-2027
CR23005005,"GROVE REFUGE CONDOMINIUM ASSOCIATION, INC.",2926 BIRD AVE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005006,"WEST LAKE VILLAGE II CONDOMINIUM ASSOCIATION, INC.",410 WEST PARK DRIVE MIAMI FL 33172,Condominium,Issued,No,01-31-2027
CR23005007,"MALIBU BAY COMMUNITY ASSOCIATION, INC.",3785 NW 82ND AVE DORAL FL 33166,Master Association,Issued,No,01-31-2027
CR23005008,"AMERICAN GARDENS CONDOMINIUM ASSOCIATION, INC.",7840-50-60 HARDING AVENUE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23005009,"1525 PENNSYLVANIA CONDOMINIUM ASSOCIATION, INC.",1525 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005010,BISMARK HOME AT VENEZIA HOMEOWNER'S ASSOCIATION INC,3398 SW 153 PLACE MIAMI FL 33185,Homeowner,Issued,No,01-31-2027
CR23005011,"3251-53 SW 32ND AVENUE CONDOMINIUM ASSOCIATION, INC.",3251-53 SW 32ND AVENUE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005012,"DEBORA CONDOMINIUM ASSOCIATION, INC.","7633 HARDING AVENUE, 102 MIAMI BEACH FLORIDA 33141",Condominium,Issued,No,01-31-2027
CR23005013,"PROVENCE VILLAGE IN THE GROVE CONDOMINIUM ASSOCIATION, INC.",3035-3077 CENTER ST MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005014,"PEPPERTREE VILLAGE TOWNHOUSE CONDOMINIUM ASSOCIATION, INC.",2960 DAY AVENUE MIAMI FL 33133,Condominium,Issued,No,01-31-2027
CR23005015,"RO-MONT GARDENS ANDOVER CONDOMINIUM ""K"", INC.",52 N.E. 204TH STREET MIAMI GARDENS FL. FL 33179,Condominium,Issued,No,01-31-2027
CR23005016,520 - 79TH STREET INC A CONDOMINIUM,520 79TH STREET MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23005020,"BYRON MARINA ASSOCIATION, INC.",8100 BYRON AVE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23005021,"SKY LAKE GARDENS NO 1, INC. A CONDOMINIUM",1601-1649 N.E. MIAMI GARDENS DRIVE MIAMI FLORIDA 33179,Condominium,Issued,No,01-31-2027
CR23005022,"1551 CONDOMINIUM ASSOCIATION, INC.",1551 LENOX AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005024,"1560 JEFFERSON AVENUE CONDOMINIUM ASSOCIATION, INC.",1560 JEFFERSON AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005025,"S&T CONDOMINIUM ASSOCIATION, INC.",644 13 STREET MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005026,"MARBELLA OF SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",1561 LENOX AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005027,"""V"" CONDOMINIUM ASSOCIATION, INC.",340 JEFFERSON AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005028,ROYAL POINCIANA VILLAGE CONDOMINIUM ASSOCIATION INC.,357 NORTH ROYAL POINCIANA BLVD HIALEAH FLORIDA 33166,Condominium,Issued,No,01-31-2027
CR23005029,"631 EUCLID AVENUE CONDOMINIUM ASSOCIATION, INC.",631 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005030,"CASTLE BEACH CLUB CONDOMINIUM ASSOCIATION, INC.",5445 COLLINS AVE MIAMI BEACH FL 33140,Condominium,Issued,No,01-31-2027
CR23005031,"GROVE GARDENS, INC.",2498 SW 17TH AVE MIAMI FL 33145-3844,Condominium,Issued,No,01-31-2027
CR23005032,CORAL BREEZE HOMEOWNER'S ASSOCIATION INC.,2370 SW 123 AVENUE MIAMI FL 33175,Homeowner,Issued,No,01-31-2027
CR23005033,"KENDALL BREEZE EAST HOMEOWNERS' ASSOCIATION, INC.",12024 SW 126 TERR. MIAMI FL 33186,Homeowner,Issued,No,01-31-2027
CR23005034,"1446 LENOX CONDOMINIUM ASSOCIATION, INC",1446 LENOX AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005035,"1610 PENNSYLVANIA CONDOMINIUM ASSOCIATION, INC.",1610 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005036,"THE ALLIAGE CONDOMINIUM ASSOCIATION, INC.",1428 WEST AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005037,"STUDIO 744 CONDOMINIUM ASSOCIATION, INC.",744 LENOX AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005038,"3373-75 DAY AVENUE CONDOMINIUM ASSOCIATION, INC.",3373/75 DAY AVENUE MIAMI FL 33133,Condominium,Closed,Yes,02-01-2024
CR23005039,"AQUAVISTA OF MIAMI-DADE CONDOMINIUM ASSOCIATION, INC.",3911 NE 170TH ST NORTH MIAMI BEACH FL 33160,Condominium,Issued,No,01-31-2027
CR23005040,GABLES PLAZA CONDOMINIUM ASSOCIATION INC.,625 BILTMORE WAY CORAL GABLES FLORIDA 33134,Condominium,Issued,No,01-31-2027
CR23005041,"GABLES POINT I CONDOMINIUM ASSOCIATION, INC.",4500 SW 68 CT CIR MIAMI FL 33155,Condominium,Issued,No,01-31-2027
CR23005042,"WESTLAND GARDENS CONDOMINIUM ASSOCIATION, INC.",5625-5775 W 20 AVE HIALEAH FL 33012,Condominium,Issued,No,01-31-2027
CR23005044,"BRICKELL COURTS TOWNHOUSE CONDOMINIUM ASSOCIATION, INC.",235 SW 17 RD MIAMI FL 33129,Condominium,Issued,No,01-31-2027
CR23005045,"MYSTIC POINTE MASTER ASSOCIATION, INC.",3595 MYSTIC POINTE DR AVENTURA FL 33180-2553,Master Association,Issued,No,01-31-2027
CR23005046,"ANTILLA PLAZA CONDOMINIUM, INC.",50 ANTILLA AVE CORAL GABLES FL 33134,Condominium,Expired,Yes,01-31-2026
CR23005047,"DICKENS GARDENS CONDOMINIUM ASSOCIATION, INC.",7830 DICKENS AVE HOLLYWOOD FL 33021,Condominium,Expired,Yes,01-31-2026
CR23005048,"LA GORCE PALACE CONDOMINIUM ASSOCIATION, INC.",6301 COLLINS AVENUE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23005050,"EASTERN SHORES WHITE HOUSE ASSOCIATION, INC.",3660 NE 166 STREET NORTH MIAMI BEACH FLORIDA 33160,Condominium,Issued,No,01-31-2027
CR23005051,3190 MATILDA STREET CONDOMINIUM ASSOCIATION INC.,3190 - 3192 MATILDA STREET MIAMI FLORIDA 33133,Condominium,Issued,No,01-31-2027
CR23005054,"THE MARITIME CONDOMINIUM ASSOCIATION, INC.",1616 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005055,"PINEBROOKE CONDOMINIUM D, E, F, G & H ASSOCIATION, INC.",9032 S W 159 TERRACE MIAMI FL 33157,Homeowner,Issued,No,01-31-2027
CR23005056,"ATLANTIS CONDOMINIUM ASSOCIATION OF MIAMI BEACH, INC.",1751 JAMES AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005057,"SWALLOW NEST CONDOMINIUM HOMEOWNERS ASSOCIATION, INC.",441 SWALLOW DRIVE MIAMI SPRINGS FL 33014,Condominium,Issued,No,01-31-2027
CR23005058,"RIVERSIDE VISTAS CONDOMINIUM ASSOCIATION, INC.",990 NW 1 AVE MIAMI FL 33128,Condominium,Issued,No,01-31-2027
CR23005059,"MERIDIAN PLACE CONDOMINIUM ASSOCIATION, INC.",325 MERIDIAN AVENUE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005060,"ASSOCIATION OF HOMEOWNERS AT OAK RIDGE ESTATES, INC.",9300 SW 123 TERRACE MIAMI FL 33176,Homeowner,Issued,No,01-31-2027
CR23005061,"THE BAYLIS CONDOMINIUM ASSOCIATION, INC.",501 12TH ST MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005062,"23 BISCAYNE BAY CONDOMINIUM ASSOCIATION, INC.",601 NE 23 ST MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23005063,"BEACH COLONY CONDOMINIUM ASSOCIATION, INC.",208 JEFFERSON AVE MIAMI BEACH FL 33139,Condominium,Expired,Yes,01-31-2025
CR23005064,"THE CENTRAL CONDOMINIUM ASSOCIATION, INC.",928 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005065,"THE COCONUT OF SOUTH BEACH CONDOMINIUM ASSOCIATION, INC.",1018 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005067,"THE DELPHINE CONDOMINIUM ASSOCIATION OF MIAMI BEACH, INC.",635 12TH ST MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005068,"DON-BAR CONDOMINIUM ASSOCIATION, INC.",1571 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005069,"ONE BAY CONDOMINIUM ASSOCIATION, INC.",455 NE 39TH STREET MIAMI FL 33137,Condominium,Issued,No,01-31-2027
CR23005070,"THE LOFTS AT BYRON CONDOMINIUM ASSOCIATION, INC.",501 74ST MIAMI BEACH FLORIDA 33141,Condominium,Issued,No,01-31-2027
CR23005071,"ESPANOLA COURT CONDOMINIUM ASSOCIATION, INC.",750 ESPANOLA WAY MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005072,"EUCLID TOWNHOUSES CONDOMINIUM, INC.",1220 EUCLID AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005073,PINEBARK CONDOMINIUM ASSOCIATION INC.,820 NW 87TH AVE DORAL FL 33172,Condominium,Issued,No,01-31-2027
CR23005074,"ROADS END VILLAGE CONDOMINIUM ASSOCIATION, INC.",927 SW 10 ST MIAMI FLORIDA 33130,Condominium,Issued,No,01-31-2027
CR23005075,"MILANA CONDOMINIUM ASSOCIATION, INC.",652 NE 63 ST MIAMI LAKES FL 33138,Condominium,Issued,No,01-31-2027
CR23005076,"PINAR CONDOMINIUM ASSOCIATION, INC.",107 SW 18 COURT MIAMI FL 33135,Condominium,Issued,No,01-31-2027
CR23005077,"HELENE MARIE CONDDOMINIUM ASSOCIATION, INC.",1050 JEFFERSON AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005078,"POINCIANA AT FIRST, A CONDOMINIUM ASSOCIATION, INC.",1644 NW 1 ST MIAMI FL 33245,Condominium,Issued,No,01-31-2027
CR23005079,"JEFFERSON GARDENS CONDOMINIUM ASSOCIATION, INC.",1740 JEFFERSON AVE MIAMI BEACH FL 33139,Condominium,Expired,Yes,01-31-2026
CR23005080,"JEFFERSON HEIGHTS CONDOMINIUM ASSOCIATION, INC.",825 JEFFERSON AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005081,"MARQUESA CONDOMINIUM ASSOCIATION ON ESPANOLA WAY, INC.",724 ESPANOLA WAY MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005082,"ABBOTT HOUSE, INC., A CONDOMIMIUM",7735 ABBOTT AVENUE MIAMI BEACH FL 33141,Condominium,Issued,No,01-31-2027
CR23005083,MAYFAIR VILLAS CONDOMINIUM ASSOCIATION OF MIAMI BEACH,824 JEFFERSON AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005084,"GABLES WAY CONDOMINIUM, INC.",650 CORAL WAY CORAL GABLES FLORIDA 33134,Condominium,Issued,No,01-31-2027
CR23005085,"ST. ANDREWS COURT CONDOMINIUM ASSOCIATION, INC.",1555 WEST 44 PL HIALEAH FLORIDA 33012,Condominium,Issued,No,01-31-2027
CR23005087,"THE ENCLAVE AT SOUTH MIAMI CONDOMINIUM ASSOCIATION, INC","7520 SW 59TH PLACE, UNIT 4D SOUTH MIAMI FL 33143",Condominium,Issued,No,01-31-2027
CR23005088,"RESIDENCE 1611 CONDOMINIUM ASSOCIATION, INC.",1611 EUCLID AVENUE MIAMI BEACH FLORIDA 33139,Condominium,Issued,No,01-31-2027
CR23005089,"EUCLID CONDOMINIUM ASSOCIATION, INC.",820 EUCLID AVENUE MIAMI BEACH FL 33119,Condominium,Issued,No,01-31-2027
CR23005090,"ANGELA CONDOMINIUM ASSOCIATION, INC.",2290 W 56 ST HIALEAH FL 33016-0002,Condominium,Issued,No,01-31-2027
CR23005091,"KENDALL SPRINGS HOMEOWNER'S ASSOCIATION, INC.",6470 SW 132 COURT CIRCLE MIAMI FL 33183,Homeowner,Issued,No,01-31-2027
CR23005092,KINGS MEADOW MASTER ASSOCIATION INC.,12973 SW 112 ST MIAMI FLORIDA 33186,Master Association,Issued,No,01-31-2027
CR23005093,"LAS PALMAS ASSOCIATION, INC.",4370 NW 11 STREET MIAMI FLORIDA 33126,Condominium,Issued,No,01-31-2027
CR23005095,"FREEDOM HOUSE, INC.",655-659 MERIDIAN AVE MIAMI BEACH FL 33139,Cooperative,Issued,No,01-31-2027
CR23005096,"MERIDIAN BEACH CONDOMINIUM ASSOCIATION, INC.",1551 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005097,MERIDIAN PARK CONDOMINIUM ASSOCIATION,1341 MERIDIAN AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005098,"GRAND VISTA CONDOMINIUM ASSOCIATION, INC.",8851 NW 119 ST HIALEAH GARDENS FLORIDA 33018,Condominium,Issued,No,01-31-2027
CR23005099,"DI BLANCA CONDOMINIUM ASSOCIATION, INC.",442-460 E 27TH ST HIALEAH FLORIDA 33013,Condominium,Issued,No,01-31-2027
CR23005100,"RIO GARDENS ASSOCIATION, INC.",444 SW 2ND ST MIAMI FL 33130,Homeowner,Issued,No,01-31-2027
CR23005101,"MOULIN ROUGE CONDOMINIUM ASSOCIATION, INC.",731 6TH ST MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005103,"PENN PLAZA CONDOMINIUM ASSOCIATION, INC.",1027 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
CR23005104,SOUTH MOON CONDOMINIUM ASSOCIATION,750 PENNSYLVANIA AVE MIAMI BEACH FL 33139,Condominium,Issued,No,01-31-2027
